2.65064e-06	2019-12-04 11:52:01
2.64866e-06	2019-12-04 11:52:03
2.64077e-06	2019-12-04 11:52:04
2.65658e-06	2019-12-04 11:52:05
2.64669e-06	2019-12-04 11:52:06
2.64669e-06	2019-12-04 11:52:08
2.64077e-06	2019-12-04 11:52:09
2.64274e-06	2019-12-04 11:52:10
2.66651e-06	2019-12-04 11:52:11
2.64866e-06	2019-12-04 11:52:12
2.66452e-06	2019-12-04 11:52:14
2.6685e-06	2019-12-04 11:52:15
2.65658e-06	2019-12-04 11:52:16
2.66452e-06	2019-12-04 11:52:17
2.65658e-06	2019-12-04 11:52:18
2.6685e-06	2019-12-04 11:52:20
2.67249e-06	2019-12-04 11:52:21
2.6685e-06	2019-12-04 11:52:22
2.66452e-06	2019-12-04 11:52:23
2.66254e-06	2019-12-04 11:52:25
2.65857e-06	2019-12-04 11:52:27
2.65262e-06	2019-12-04 11:52:28
2.64669e-06	2019-12-04 11:52:29
2.68248e-06	2019-12-04 11:52:30
2.67249e-06	2019-12-04 11:52:31
2.66055e-06	2019-12-04 11:52:33
2.67848e-06	2019-12-04 11:52:35
2.67848e-06	2019-12-04 11:52:36
2.66055e-06	2019-12-04 11:52:37
2.6685e-06	2019-12-04 11:52:38
2.66452e-06	2019-12-04 11:52:40
2.6685e-06	2019-12-04 11:52:41
2.67848e-06	2019-12-04 11:52:43
2.67449e-06	2019-12-04 11:52:44
2.68048e-06	2019-12-04 11:52:45
2.67249e-06	2019-12-04 11:52:47
2.67249e-06	2019-12-04 11:52:48
2.67648e-06	2019-12-04 11:52:49
2.69251e-06	2019-12-04 11:52:51
2.67449e-06	2019-12-04 11:52:52
2.6685e-06	2019-12-04 11:52:54
2.6705e-06	2019-12-04 11:52:55
2.67249e-06	2019-12-04 11:52:56
2.67249e-06	2019-12-04 11:52:57
2.68849e-06	2019-12-04 11:52:58
2.67249e-06	2019-12-04 11:53:01
2.68448e-06	2019-12-04 11:53:02
2.69251e-06	2019-12-04 11:53:03
2.68248e-06	2019-12-04 11:53:04
2.67648e-06	2019-12-04 11:53:05
2.6705e-06	2019-12-04 11:53:07
2.67648e-06	2019-12-04 11:53:09
2.69251e-06	2019-12-04 11:53:10
2.68649e-06	2019-12-04 11:53:11
2.69653e-06	2019-12-04 11:53:12
2.68448e-06	2019-12-04 11:53:14
2.70661e-06	2019-12-04 11:53:15
2.6905e-06	2019-12-04 11:53:17
2.69855e-06	2019-12-04 11:53:18
2.68048e-06	2019-12-04 11:53:19
2.69452e-06	2019-12-04 11:53:24
2.70056e-06	2019-12-04 11:53:25
2.68048e-06	2019-12-04 11:53:26
2.70661e-06	2019-12-04 11:53:28
2.70258e-06	2019-12-04 11:53:29
2.69855e-06	2019-12-04 11:53:31
2.70661e-06	2019-12-04 11:53:32
2.68849e-06	2019-12-04 11:53:33
2.70258e-06	2019-12-04 11:53:34
2.71066e-06	2019-12-04 11:53:36
2.71673e-06	2019-12-04 11:53:38
2.69452e-06	2019-12-04 11:53:39
2.6905e-06	2019-12-04 11:53:40
2.69855e-06	2019-12-04 11:53:41
2.68849e-06	2019-12-04 11:53:42
2.69855e-06	2019-12-04 11:53:45
2.71268e-06	2019-12-04 11:53:46
2.72282e-06	2019-12-04 11:53:47
2.70056e-06	2019-12-04 11:53:48
2.70056e-06	2019-12-04 11:53:49
2.71471e-06	2019-12-04 11:53:51
2.70459e-06	2019-12-04 11:53:52
2.71673e-06	2019-12-04 11:53:54
2.68849e-06	2019-12-04 11:53:55
2.70459e-06	2019-12-04 11:53:56
2.70258e-06	2019-12-04 11:53:58
2.70661e-06	2019-12-04 11:53:59
2.70459e-06	2019-12-04 11:54:00
2.70661e-06	2019-12-04 11:54:02
2.71066e-06	2019-12-04 11:54:03
2.71876e-06	2019-12-04 11:54:05
2.70258e-06	2019-12-04 11:54:06
2.70863e-06	2019-12-04 11:54:07
2.70661e-06	2019-12-04 11:54:08
2.70863e-06	2019-12-04 11:54:10
2.70863e-06	2019-12-04 11:54:12
2.71066e-06	2019-12-04 11:54:13
2.70459e-06	2019-12-04 11:54:14
2.70863e-06	2019-12-04 11:54:15
2.72282e-06	2019-12-04 11:54:16
2.72282e-06	2019-12-04 11:54:19
2.71066e-06	2019-12-04 11:54:20
2.72485e-06	2019-12-04 11:54:21
2.71471e-06	2019-12-04 11:54:22
2.72079e-06	2019-12-04 11:54:23
2.71066e-06	2019-12-04 11:54:27
2.71673e-06	2019-12-04 11:54:28
2.73504e-06	2019-12-04 11:54:29
2.72892e-06	2019-12-04 11:54:31
2.73096e-06	2019-12-04 11:54:32
2.73504e-06	2019-12-04 11:54:34
2.733e-06	2019-12-04 11:54:35
2.74117e-06	2019-12-04 11:54:36
2.72485e-06	2019-12-04 11:54:37
2.74117e-06	2019-12-04 11:54:38
2.72689e-06	2019-12-04 11:54:41
2.74322e-06	2019-12-04 11:54:42
2.74937e-06	2019-12-04 11:54:43
2.73096e-06	2019-12-04 11:54:45
2.72079e-06	2019-12-04 11:54:46
2.73096e-06	2019-12-04 11:54:48
2.72892e-06	2019-12-04 11:54:49
2.73708e-06	2019-12-04 11:54:50
2.73913e-06	2019-12-04 11:54:51
2.73708e-06	2019-12-04 11:54:53
2.72689e-06	2019-12-04 11:54:55
2.74527e-06	2019-12-04 11:54:56
2.733e-06	2019-12-04 11:54:57
2.733e-06	2019-12-04 11:54:58
2.74732e-06	2019-12-04 11:54:59
2.73504e-06	2019-12-04 11:55:02
2.74322e-06	2019-12-04 11:55:03
2.73504e-06	2019-12-04 11:55:04
2.73504e-06	2019-12-04 11:55:05
2.73708e-06	2019-12-04 11:55:06
2.73708e-06	2019-12-04 11:55:08
2.75142e-06	2019-12-04 11:55:09
2.74322e-06	2019-12-04 11:55:11
2.72892e-06	2019-12-04 11:55:12
2.75965e-06	2019-12-04 11:55:13
2.73504e-06	2019-12-04 11:55:15
2.74732e-06	2019-12-04 11:55:16
2.733e-06	2019-12-04 11:55:17
2.73504e-06	2019-12-04 11:55:19
2.75965e-06	2019-12-04 11:55:20
2.74527e-06	2019-12-04 11:55:26
2.75759e-06	2019-12-04 11:55:27
2.7679e-06	2019-12-04 11:55:28
2.75965e-06	2019-12-04 11:55:29
2.74117e-06	2019-12-04 11:55:30
2.75347e-06	2019-12-04 11:55:32
2.76583e-06	2019-12-04 11:55:33
2.74527e-06	2019-12-04 11:55:34
2.75965e-06	2019-12-04 11:55:35
2.77203e-06	2019-12-04 11:55:37
2.76377e-06	2019-12-04 11:55:38
2.76996e-06	2019-12-04 11:55:39
2.75965e-06	2019-12-04 11:55:40
2.76377e-06	2019-12-04 11:55:41
2.75553e-06	2019-12-04 11:55:43
2.77617e-06	2019-12-04 11:55:44
2.76377e-06	2019-12-04 11:55:45
2.75759e-06	2019-12-04 11:55:46
2.75553e-06	2019-12-04 11:55:47
2.76171e-06	2019-12-04 11:55:49
2.75347e-06	2019-12-04 11:55:50
2.75965e-06	2019-12-04 11:55:51
2.76377e-06	2019-12-04 11:55:52
2.7741e-06	2019-12-04 11:55:53
2.75553e-06	2019-12-04 11:55:55
2.75759e-06	2019-12-04 11:55:56
2.76377e-06	2019-12-04 11:55:57
2.76171e-06	2019-12-04 11:55:59
2.76377e-06	2019-12-04 11:56:00
2.75347e-06	2019-12-04 11:56:01
2.76996e-06	2019-12-04 11:56:02
2.76996e-06	2019-12-04 11:56:04
2.77203e-06	2019-12-04 11:56:05
2.78032e-06	2019-12-04 11:56:06
2.77203e-06	2019-12-04 11:56:07
2.76583e-06	2019-12-04 11:56:09
2.7741e-06	2019-12-04 11:56:10
2.75759e-06	2019-12-04 11:56:11
2.76171e-06	2019-12-04 11:56:12
2.7741e-06	2019-12-04 11:56:14
2.78447e-06	2019-12-04 11:56:16
2.76996e-06	2019-12-04 11:56:17
2.76583e-06	2019-12-04 11:56:18
2.76996e-06	2019-12-04 11:56:19
2.78863e-06	2019-12-04 11:56:20
2.78032e-06	2019-12-04 11:56:22
2.78239e-06	2019-12-04 11:56:24
2.76377e-06	2019-12-04 11:56:25
2.7741e-06	2019-12-04 11:56:26
2.7928e-06	2019-12-04 11:56:27
2.77203e-06	2019-12-04 11:56:29
2.78863e-06	2019-12-04 11:56:30
2.76171e-06	2019-12-04 11:56:32
2.76583e-06	2019-12-04 11:56:33
2.76996e-06	2019-12-04 11:56:34
2.79697e-06	2019-12-04 11:56:36
2.78032e-06	2019-12-04 11:56:37
2.79071e-06	2019-12-04 11:56:38
2.7928e-06	2019-12-04 11:56:40
2.79906e-06	2019-12-04 11:56:41
2.78239e-06	2019-12-04 11:56:43
2.79906e-06	2019-12-04 11:56:44
2.77617e-06	2019-12-04 11:56:45
2.77824e-06	2019-12-04 11:56:46
2.79071e-06	2019-12-04 11:56:47
2.80742e-06	2019-12-04 11:56:49
2.80324e-06	2019-12-04 11:56:50
2.80742e-06	2019-12-04 11:56:51
2.78239e-06	2019-12-04 11:56:52
2.77824e-06	2019-12-04 11:56:53
2.79488e-06	2019-12-04 11:56:55
2.80533e-06	2019-12-04 11:56:57
2.7928e-06	2019-12-04 11:56:58
2.81162e-06	2019-12-04 11:56:59
2.78655e-06	2019-12-04 11:57:00
2.79488e-06	2019-12-04 11:57:02
2.79906e-06	2019-12-04 11:57:03
2.78655e-06	2019-12-04 11:57:05
2.80115e-06	2019-12-04 11:57:06
2.78655e-06	2019-12-04 11:57:07
2.7928e-06	2019-12-04 11:57:09
2.80324e-06	2019-12-04 11:57:10
2.78655e-06	2019-12-04 11:57:11
2.7928e-06	2019-12-04 11:57:13
2.80533e-06	2019-12-04 11:57:14
2.80742e-06	2019-12-04 11:57:16
2.80952e-06	2019-12-04 11:57:17
2.7928e-06	2019-12-04 11:57:18
2.79906e-06	2019-12-04 11:57:19
2.81582e-06	2019-12-04 11:57:20
2.81582e-06	2019-12-04 11:57:26
2.81792e-06	2019-12-04 11:57:27
2.82213e-06	2019-12-04 11:57:28
2.79906e-06	2019-12-04 11:57:29
2.79906e-06	2019-12-04 11:57:30
2.80324e-06	2019-12-04 11:57:32
2.82635e-06	2019-12-04 11:57:34
2.83057e-06	2019-12-04 11:57:35
2.82635e-06	2019-12-04 11:57:36
